,ID,Date,Block,Primary_Type,Description,Location_Description,Arrest,Year,Latitude,Longitude,dt,Month,Hour,Night,Season
1014,11154162,11/19/2017 09:18:00 PM,015XX E 53RD ST,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,2017,41.799548798,-87.588481602,2017-11-19 21:18:00,11,21,Yes,Autumn
1015,11154333,10/18/2017 05:00:00 PM,054XX S CORNELL AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.795653987,-87.585420533,2017-10-18 17:00:00,10,17,Yes,Autumn
1016,11154681,11/20/2017 10:15:00 AM,053XX S HARPER AVE,BATTERY,SIMPLE,RESIDENCE,False,2017,41.799058715,-87.589081404,2017-11-20 10:15:00,11,10,No,Autumn
1017,11155034,11/20/2017 03:40:00 PM,053XX S CORNELL AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,2017,41.798879058,-87.585504059,2017-11-20 15:40:00,11,15,No,Autumn
1018,11155317,11/21/2017 12:30:00 AM,009XX E 55TH ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,2017,41.795329146,-87.60231562,2017-11-21 00:30:00,11,0,Yes,Autumn
1019,11155390,11/21/2017 12:40:00 AM,051XX S CORNELL AVE,ASSAULT,SIMPLE,APARTMENT,False,2017,41.802137533,-87.58650411,2017-11-21 00:40:00,11,0,Yes,Autumn
1020,11155636,11/17/2017 10:00:00 AM,054XX S ELLIS AVE,THEFT,FROM BUILDING,APARTMENT,False,2017,41.797572754,-87.601263259,2017-11-17 10:00:00,11,10,No,Autumn
1021,11156036,11/20/2017 03:30:00 PM,055XX S EVERETT AVE,THEFT,FROM BUILDING,APARTMENT,False,2017,41.794424835,-87.582519409,2017-11-20 15:30:00,11,15,No,Autumn
1022,11156141,11/21/2017 06:20:00 PM,051XX S HARPER AVE,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,False,2017,41.801872007,-87.589144207,2017-11-21 18:20:00,11,18,Yes,Autumn
1023,11156272,11/21/2017 11:45:00 PM,016XX E 55TH ST,ROBBERY,ARMED: HANDGUN,ALLEY,False,2017,41.795186435,-87.587373269,2017-11-21 23:45:00,11,23,Yes,Autumn
1024,11156545,11/22/2017 10:25:00 AM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2017,41.801983471,-87.587712546,2017-11-22 10:25:00,11,10,No,Autumn
1025,11156643,11/22/2017 06:40:00 AM,051XX S LAKE PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,2017,41.801895518,-87.58769156,2017-11-22 06:40:00,11,6,No,Autumn
1026,11156734,11/22/2017 01:02:00 PM,015XX E 53RD ST,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,2017,41.799545853,-87.588874056,2017-11-22 13:02:00,11,13,No,Autumn
1027,11156792,11/14/2017 01:40:00 PM,057XX S DORCHESTER AVE,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.790603242,-87.591573754,2017-11-14 13:40:00,11,13,No,Autumn
1028,11156797,11/14/2017 11:00:00 AM,052XX S CORNELL AVE,THEFT,OVER $500,RESIDENCE,False,2017,41.800483839,-87.585830149,2017-11-14 11:00:00,11,11,No,Autumn
1029,11156815,10/15/2017 08:00:00 PM,054XX S MARYLAND AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.796704982,-87.605057809,2017-10-15 20:00:00,10,20,Yes,Autumn
1030,11157165,11/22/2017 09:25:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.795191528,-87.588157998,2017-11-22 21:25:00,11,21,Yes,Autumn
1031,11157319,11/23/2017 02:30:00 AM,058XX S MARYLAND AVE,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,False,2017,41.789072518,-87.60496086,2017-11-23 02:30:00,11,2,Yes,Autumn
1032,11010521,07/06/2017 10:00:00 PM,009XX E 52nd St,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,False,2017,41.80085868,-87.602285783,2017-07-06 22:00:00,7,22,Yes,Summer
1033,11010739,07/08/2017 11:50:00 PM,015XX E 55TH ST,THEFT,$500 AND UNDER,SIDEWALK,False,2017,41.795191671,-87.58818,2017-07-08 23:50:00,7,23,Yes,Summer
1034,11011211,07/09/2017 02:20:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2017,41.802101704,-87.587747851,2017-07-09 14:20:00,7,14,No,Summer
1035,11012079,07/01/2017 09:30:00 PM,054XX S HARPER AVE,THEFT,FROM BUILDING,SIDEWALK,False,2017,41.797433891,-87.589048861,2017-07-01 21:30:00,7,21,Yes,Summer
1036,11012148,07/09/2017 11:00:00 PM,054XX S HYDE PARK BLVD,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,2017,41.797414808,-87.584002797,2017-07-09 23:00:00,7,23,Yes,Summer
1037,11012225,07/10/2017 06:00:00 AM,056XX S COTTAGE GROVE AVE,THEFT,OVER $500,STREET,False,2017,41.792230628,-87.606171909,2017-07-10 06:00:00,7,6,No,Summer
1038,11012434,07/03/2017 01:44:00 PM,015XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,2017,41.79955117,-87.588001134,2017-07-03 13:44:00,7,13,No,Summer
1039,11012436,07/03/2017 01:00:00 PM,015XX E 53RD ST,THEFT,FROM BUILDING,RESTAURANT,False,2017,41.79955117,-87.588001134,2017-07-03 13:00:00,7,13,No,Summer
1040,11012449,06/30/2017 12:00:00 AM,054XX S HARPER AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,2017,41.797370754,-87.589045925,2017-06-30 00:00:00,6,0,Yes,Summer
1041,11012988,07/10/2017 11:00:00 PM,053XX S HARPER AVE,ASSAULT,SIMPLE,RESTAURANT,False,2017,41.799176734,-87.589083706,2017-07-10 23:00:00,7,23,Yes,Summer
1042,11013131,07/10/2017 11:50:00 PM,052XX S DREXEL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.799941578,-87.603931914,2017-07-10 23:50:00,7,23,Yes,Summer
1043,11014101,07/11/2017 01:00:00 PM,054XX S SHORE DR,ASSAULT,SIMPLE,PARK PROPERTY,False,2017,41.796406592,-87.580901003,2017-07-11 13:00:00,7,13,No,Summer
1044,11014316,07/11/2017 07:21:00 PM,054XX S ELLIS AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.797572754,-87.601263259,2017-07-11 19:21:00,7,19,Yes,Summer
1045,11015217,06/30/2017 09:00:00 AM,054XX S CORNELL AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,2017,41.795653987,-87.585420533,2017-06-30 09:00:00,6,9,No,Summer
1046,11015326,07/12/2017 03:20:00 PM,012XX E 53RD ST,THEFT,$500 AND UNDER,DRUG STORE,True,2017,41.799462885,-87.596008257,2017-07-12 15:20:00,7,15,No,Summer
1047,11015375,06/15/2017 12:00:00 PM,057XX S KIMBARK AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,2017,41.790860187,-87.594823408,2017-06-15 12:00:00,6,12,No,Summer
1048,11016099,07/10/2017 04:42:00 PM,012XX E 58TH ST,THEFT,OVER $500,RESIDENCE,False,2017,41.789631828,-87.595845909,2017-07-10 16:42:00,7,16,No,Summer
1049,11016109,07/09/2017 07:00:00 PM,051XX S INGLESIDE AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,2017,41.801671986,-87.602874357,2017-07-09 19:00:00,7,19,Yes,Summer
1050,11016200,01/19/2017 10:00:00 AM,012XX E 53RD ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,2017,41.799461412,-87.596206318,2017-01-19 10:00:00,1,10,No,Winter
1051,11016249,07/12/2017 07:00:00 PM,013XX E 55TH ST,THEFT,OVER $500,STREET,False,2017,41.795097485,-87.593989978,2017-07-12 19:00:00,7,19,Yes,Summer
1052,11016444,07/13/2017 01:25:00 PM,051XX S DREXEL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,2017,41.802188005,-87.604185177,2017-07-13 13:25:00,7,13,No,Summer
1053,11016524,07/13/2017 02:50:00 PM,051XX S DREXEL AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,2017,41.801261714,-87.603953618,2017-07-13 14:50:00,7,14,No,Summer
1054,11016557,07/13/2017 08:00:00 AM,015XX E 55TH ST,DECEPTIVE PRACTICE,FORGERY,OTHER,False,2017,41.795198623,-87.588829019,2017-07-13 08:00:00,7,8,No,Summer
1055,11016860,07/05/2017 04:30:00 PM,052XX S DREXEL AVE,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,False,2017,41.799126422,-87.603915485,2017-07-05 16:30:00,7,16,No,Summer
1056,11016863,07/13/2017 07:50:00 PM,009XX E 54TH ST,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",False,2017,41.797922443,-87.602308153,2017-07-13 19:50:00,7,19,Yes,Summer
1057,11017130,07/13/2017 11:38:00 PM,054XX S EVERETT AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,False,2017,41.795906968,-87.582553452,2017-07-13 23:38:00,7,23,Yes,Summer
1058,11017530,07/13/2017 11:00:00 PM,053XX S HYDE PARK BLVD,THEFT,FROM BUILDING,OTHER,False,2017,41.799204348,-87.584044296,2017-07-13 23:00:00,7,23,Yes,Summer
1059,11017983,07/12/2017 06:00:00 PM,051XX S DREXEL AVE,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.801223296,-87.603954054,2017-07-12 18:00:00,7,18,Yes,Summer
1060,11018076,07/13/2017 02:30:00 PM,013XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,2017,41.799490663,-87.593499384,2017-07-13 14:30:00,7,14,No,Summer
1061,11018166,07/14/2017 05:30:00 PM,051XX S BLACKSTONE AVE,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,2017,41.802045434,-87.590499221,2017-07-14 17:30:00,7,17,Yes,Summer
1062,11019133,07/15/2017 04:30:00 AM,052XX S HARPER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,2017,41.800233416,-87.589104487,2017-07-15 04:30:00,7,4,Yes,Summer
1063,11019534,07/15/2017 09:00:00 PM,054XX S CORNELL AVE,THEFT,OVER $500,STREET,False,2017,41.795837911,-87.585429397,2017-07-15 21:00:00,7,21,Yes,Summer
1064,11019687,07/15/2017 07:30:00 PM,053XX S ELLIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.799035653,-87.601294286,2017-07-15 19:30:00,7,19,Yes,Summer
1065,11019721,07/14/2017 06:52:00 PM,053XX S ELLIS AVE,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",False,2017,41.798766686,-87.601290012,2017-07-14 18:52:00,7,18,Yes,Summer
1066,11019924,07/16/2017 12:01:00 AM,052XX S KIMBARK AVE,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.800672457,-87.595051832,2017-07-16 00:01:00,7,0,Yes,Summer
1067,11020105,07/16/2017 09:25:00 PM,015XX E 55TH ST,CRIMINAL TRESPASS,TO LAND,DRUG STORE,True,2017,41.795190552,-87.588007653,2017-07-16 21:25:00,7,21,Yes,Summer
1068,11020280,07/17/2017 02:05:00 AM,057XX S LAKE SHORE DR,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARK PROPERTY,True,2017,41.791160785,-87.579836586,2017-07-17 02:05:00,7,2,Yes,Summer
1069,11020332,07/16/2017 02:00:00 PM,052XX S KENWOOD AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.800421971,-87.593228277,2017-07-16 14:00:00,7,14,No,Summer
1070,11020436,07/16/2017 04:05:00 PM,054XX S LAKE PARK AVE,ASSAULT,SIMPLE,RESTAURANT,False,2017,41.796947725,-87.5872905,2017-07-16 16:05:00,7,16,No,Summer
1071,12132628,08/10/2020 03:00:00 PM,051XX S LAKE PARK AVE,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,2020,41.801983471,-87.587712546,2020-08-10 15:00:00,8,15,No,Summer
1072,11020666,07/17/2017 09:00:00 AM,053XX S SHORE DR,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,2017,41.798970703,-87.58230498,2017-07-17 09:00:00,7,9,No,Summer
1073,11020690,07/17/2017 10:30:00 AM,016XX E 55TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2017,41.795197252,-87.58650401,2017-07-17 10:30:00,7,10,No,Summer
1074,11021108,06/27/2017 04:30:00 PM,055XX S WOODLAWN AVE,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,2017,41.79417522,-87.596523594,2017-06-27 16:30:00,6,16,No,Summer
1075,12131350,08/10/2020 04:42:00 PM,057XX S MARYLAND AVE,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,False,2020,41.790353984,-87.604942686,2020-08-10 16:42:00,8,16,No,Summer
1076,11021268,07/16/2017 02:15:00 PM,054XX S GREENWOOD AVE,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.796217884,-87.599668737,2017-07-16 14:15:00,7,14,No,Summer
1077,11021315,07/17/2017 06:32:00 PM,058XX S STONY ISLAND AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.788609182,-87.586650152,2017-07-17 18:32:00,7,18,Yes,Summer
1078,11021381,07/17/2017 07:39:00 PM,013XX E 53RD ST,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),True,2017,41.799480075,-87.594412708,2017-07-17 19:39:00,7,19,Yes,Summer
1079,11021387,07/17/2017 06:06:00 PM,013XX E 52ND ST,ROBBERY,VEHICULAR HIJACKING,STREET,False,2017,41.800967595,-87.592726877,2017-07-17 18:06:00,7,18,Yes,Summer
1080,11021392,07/17/2017 03:45:00 PM,008XX E 55TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,MEDICAL/DENTAL OFFICE,False,2017,41.794965928,-87.605620246,2017-07-17 15:45:00,7,15,No,Summer
1081,11021700,07/17/2017 05:00:00 PM,058XX S WOODLAWN AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.788705043,-87.59639556,2017-07-17 17:00:00,7,17,Yes,Summer
1082,11022002,07/18/2017 09:00:00 AM,054XX S HYDE PARK BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.797414808,-87.584002797,2017-07-18 09:00:00,7,9,No,Summer
1083,11022603,07/18/2017 02:30:00 PM,054XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.797053798,-87.585455601,2017-07-18 14:30:00,7,14,No,Summer
1084,11022643,07/18/2017 03:39:00 PM,057XX S MARYLAND AVE,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,True,2017,41.790707994,-87.604942346,2017-07-18 15:39:00,7,15,No,Summer
1085,11022864,07/18/2017 09:24:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,2017,41.795190552,-87.588007653,2017-07-18 21:24:00,7,21,Yes,Summer
1086,11023786,07/19/2017 01:14:00 PM,052XX S WOODLAWN AVE,ASSAULT,SIMPLE,APARTMENT,False,2017,41.800452291,-87.596664406,2017-07-19 13:14:00,7,13,No,Summer
1087,11024183,07/18/2017 11:00:00 PM,057XX S BLACKSTONE AVE,THEFT,OVER $500,SIDEWALK,False,2017,41.790627497,-87.590231362,2017-07-18 23:00:00,7,23,Yes,Summer
1088,11024272,07/19/2017 07:00:00 PM,051XX S LAKE PARK AVE,THEFT,OVER $500,GAS STATION,False,2017,41.802115448,-87.58775136,2017-07-19 19:00:00,7,19,Yes,Summer
1089,11024347,07/19/2017 08:30:00 PM,013XX E 54TH ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2017,41.798032735,-87.592962377,2017-07-19 20:30:00,7,20,Yes,Summer
1090,11024919,07/19/2017 07:30:00 AM,051XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.800966905,-87.60636655,2017-07-19 07:30:00,7,7,No,Summer
1091,11025301,07/18/2017 12:30:00 PM,054XX S HYDE PARK BLVD,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,False,2017,41.797414808,-87.584002797,2017-07-18 12:30:00,7,12,No,Summer
1092,11025716,06/20/2017 06:00:00 PM,056XX S WOODLAWN AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,2017,41.792588789,-87.596486757,2017-06-20 18:00:00,6,18,Yes,Summer
1093,11025790,07/21/2017 12:35:00 AM,053XX S SHORE DR,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,PARK PROPERTY,False,2017,41.799168324,-87.582310007,2017-07-21 00:35:00,7,0,Yes,Summer
1094,11026190,07/21/2017 09:09:00 AM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2017,41.799490663,-87.593499384,2017-07-21 09:09:00,7,9,No,Summer
1095,11026456,07/20/2017 04:00:00 AM,015XX E 55TH ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DRUG STORE,False,2017,41.795190552,-87.588007653,2017-07-20 04:00:00,7,4,Yes,Summer
1096,11026558,07/21/2017 11:35:00 AM,015XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2017,41.799562177,-87.587582914,2017-07-21 11:35:00,7,11,No,Summer
1097,11026610,07/19/2017 09:00:00 AM,055XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.794759204,-87.585397931,2017-07-19 09:00:00,7,9,No,Summer
1098,11026733,07/21/2017 03:50:00 PM,054XX S UNIVERSITY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,2017,41.797215185,-87.598128078,2017-07-21 15:50:00,7,15,No,Summer
1099,11026736,07/20/2017 08:30:00 PM,053XX S DREXEL AVE,BURGLARY,FORCIBLE ENTRY,OTHER,False,2017,41.797619595,-87.60388123,2017-07-20 20:30:00,7,20,Yes,Summer
1100,11026777,07/21/2017 06:45:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,True,2017,41.795190552,-87.588007653,2017-07-21 18:45:00,7,18,Yes,Summer
1101,11026816,07/21/2017 06:30:00 PM,051XX S LAKE PARK AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,False,2017,41.801821309,-87.587674082,2017-07-21 18:30:00,7,18,Yes,Summer
1102,11027135,07/21/2017 07:30:00 AM,015XX E 59TH ST,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.787887687,-87.587956577,2017-07-21 07:30:00,7,7,No,Summer
1103,11027409,07/20/2017 12:00:00 PM,054XX S EAST VIEW PARK,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,True,2017,41.797274365,-87.582247772,2017-07-20 12:00:00,7,12,No,Summer
1104,11028145,07/23/2017 09:32:00 AM,015XX E 55TH ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,2017,41.795191528,-87.588157998,2017-07-23 09:32:00,7,9,No,Summer
1105,11028172,07/23/2017 11:47:00 AM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.802101704,-87.587747851,2017-07-23 11:47:00,7,11,No,Summer
1106,11028262,07/19/2017 08:30:00 PM,054XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,OTHER,False,2017,41.796314172,-87.583975278,2017-07-19 20:30:00,7,20,Yes,Summer
1107,11028292,07/23/2017 01:15:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.802101704,-87.587747851,2017-07-23 13:15:00,7,13,No,Summer
1108,11028411,07/15/2017 08:30:00 PM,057XX S UNIVERSITY AVE,THEFT,OVER $500,RESIDENCE,False,2017,41.790546107,-87.598053945,2017-07-15 20:30:00,7,20,Yes,Summer
1109,11028426,07/23/2017 04:35:00 PM,054XX S INGLESIDE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.797365637,-87.602783902,2017-07-23 16:35:00,7,16,No,Summer
1110,11028483,07/22/2017 09:00:00 PM,053XX S MARYLAND AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.797693248,-87.605108965,2017-07-22 21:00:00,7,21,Yes,Summer
1111,11028561,07/23/2017 07:55:00 PM,053XX S KIMBARK AVE,THEFT,OVER $500,SIDEWALK,False,2017,41.799108004,-87.595018445,2017-07-23 19:55:00,7,19,Yes,Summer
1112,11028576,07/23/2017 05:52:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.799487229,-87.593818494,2017-07-23 17:52:00,7,17,Yes,Summer
1113,11028651,07/23/2017 08:30:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2017,41.799487229,-87.593818494,2017-07-23 20:30:00,7,20,Yes,Summer
1114,11029069,07/23/2017 10:00:00 PM,051XX S ELLIS AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.801895592,-87.601357092,2017-07-23 22:00:00,7,22,Yes,Summer
1115,11029071,07/24/2017 10:05:00 AM,055XX S CORNELL AVE,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.794630209,-87.585395764,2017-07-24 10:05:00,7,10,No,Summer
1116,11029127,07/22/2017 10:00:00 PM,051XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,2017,41.800966905,-87.60636655,2017-07-22 22:00:00,7,22,Yes,Summer
1117,11029299,07/14/2017 05:00:00 PM,058XX S DORCHESTER AVE,THEFT,OVER $500,STREET,False,2017,41.789148572,-87.591542854,2017-07-14 17:00:00,7,17,Yes,Summer
1118,11029367,07/24/2017 12:00:00 AM,054XX S ELLIS AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.795958884,-87.601226617,2017-07-24 00:00:00,7,0,Yes,Summer
1119,11029629,07/23/2017 11:00:00 AM,054XX S HARPER AVE,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.797433891,-87.589048861,2017-07-23 11:00:00,7,11,No,Summer
1120,11029705,07/24/2017 05:30:00 PM,053XX S BLACKSTONE AVE,THEFT,FROM BUILDING,RESTAURANT,False,2017,41.799086635,-87.590427037,2017-07-24 17:30:00,7,17,Yes,Summer
1121,11029777,07/24/2017 07:00:00 AM,055XX S CORNELL AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,2017,41.794517678,-87.585393405,2017-07-24 07:00:00,7,7,No,Summer
1122,11029793,07/24/2017 01:00:00 PM,016XX E 55TH ST,THEFT,$500 AND UNDER,RESIDENCE,False,2017,41.795197252,-87.58650401,2017-07-24 13:00:00,7,13,No,Summer
1123,11029995,07/24/2017 04:15:00 PM,053XX S MARYLAND AVE,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,False,2017,41.797712456,-87.605108748,2017-07-24 16:15:00,7,16,No,Summer
1124,11030014,07/25/2017 12:00:00 AM,014XX E PARK PL,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,2017,41.794246132,-87.589217762,2017-07-25 00:00:00,7,0,Yes,Summer
1125,11030284,07/24/2017 07:00:00 PM,055XX S DORCHESTER AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.793981982,-87.591655814,2017-07-24 19:00:00,7,19,Yes,Summer
1126,11030698,06/28/2017 12:00:00 AM,055XX S SHORE DR,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,2017,41.794553894,-87.580434936,2017-06-28 00:00:00,6,0,Yes,Summer
1127,11030762,07/23/2017 06:00:00 PM,013XX E 57TH ST,THEFT,$500 AND UNDER,SIDEWALK,False,2017,41.791487593,-87.592531651,2017-07-23 18:00:00,7,18,Yes,Summer
1128,11030801,07/25/2017 06:30:00 PM,054XX S RIDGEWOOD CT,THEFT,PURSE-SNATCHING,STREET,False,2017,41.797440395,-87.592602458,2017-07-25 18:30:00,7,18,Yes,Summer
1129,11031369,07/25/2017 06:00:00 PM,055XX S CORNELL AVE,THEFT,OVER $500,OTHER,False,2017,41.794665882,-87.585395349,2017-07-25 18:00:00,7,18,Yes,Summer
1130,11031502,07/25/2017 10:15:00 PM,011XX E 52ND ST,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,2017,41.800895041,-87.599380663,2017-07-25 22:15:00,7,22,Yes,Summer
1131,11031892,07/26/2017 03:00:00 PM,012XX E 54TH ST,BATTERY,SIMPLE,PARK PROPERTY,False,2017,41.797993213,-87.596204806,2017-07-26 15:00:00,7,15,No,Summer
1132,11031909,07/25/2017 05:00:00 PM,057XX S HARPER AVE,THEFT,OVER $500,RESIDENCE,False,2017,41.79098737,-87.589017098,2017-07-25 17:00:00,7,17,Yes,Summer
1133,11032143,07/26/2017 05:10:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,True,2017,41.795190552,-87.588007653,2017-07-26 17:10:00,7,17,Yes,Summer
1134,11032259,07/24/2017 06:30:00 PM,054XX S DORCHESTER AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.797522645,-87.59173968,2017-07-24 18:30:00,7,18,Yes,Summer
1135,11032669,07/27/2017 09:15:00 AM,054XX S EVERETT AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,2017,41.796121077,-87.582561955,2017-07-27 09:15:00,7,9,No,Summer
1136,11032853,07/27/2017 05:30:00 AM,057XX S MARYLAND AVE,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,2017,41.790894592,-87.604940233,2017-07-27 05:30:00,7,5,No,Summer
1137,11032962,07/27/2017 01:10:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2017,41.799490663,-87.593499384,2017-07-27 13:10:00,7,13,No,Summer
1138,11033235,07/25/2017 10:00:00 PM,053XX S HARPER AVE,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.798894023,-87.589075975,2017-07-25 22:00:00,7,22,Yes,Summer
1139,11033932,05/06/2017 10:30:00 AM,058XX S MARYLAND AVE,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,False,2017,41.788699253,-87.604954085,2017-05-06 10:30:00,5,10,No,Spring
1140,11034130,07/22/2017 12:00:00 PM,055XX S EVERETT AVE,THEFT,OVER $500,OTHER,False,2017,41.794460507,-87.582518993,2017-07-22 12:00:00,7,12,No,Summer
1141,11034523,07/28/2017 07:38:00 PM,054XX S KIMBARK AVE,THEFT,OVER $500,PARK PROPERTY,True,2017,41.796470357,-87.594957037,2017-07-28 19:38:00,7,19,Yes,Summer
1142,11034835,07/29/2017 01:00:00 AM,054XX S ELLIS AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,False,2017,41.797572754,-87.601263259,2017-07-29 01:00:00,7,1,Yes,Summer
1143,11034879,07/29/2017 05:15:00 AM,011XX E 55TH ST,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,2017,41.7950607,-87.597235895,2017-07-29 05:15:00,7,5,No,Summer
